"","date","text","month"
"4796","2020-03-29","What an awesome idea 👏🏽👏🏽👏🏽👏🏽#COVID19 #StayAtHomeAndStaySafe #FlattenTheCurve #HealthCareWorkers https://t.co/96c7PlcB8v","March"
"4797","2020-03-29","@MumbaiPolice Well done,you guys have earned a different level of respect during #coronavirusoutbreak.
Hats off","March"
"4798","2020-03-29","Cambiare governo in corsa non porterà a nessun miglioramento della gestione della pandemia.
Preparate le scimitarre per dopo
#coronavirus","March"
"4799","2020-03-29","Austria added 401 new #COVID19 cases, bringing the total number of cases to 8672. It also added 18 new deaths, increasing the total number of deaths to 86.","March"
"4800","2020-03-29","I'm supporting care workers to #StopTheSpread of #coronavirus. Sign and share to help care workers get the resources they need to protect our loved ones.

https://t.co/lTz1ew0Hoh","March"
"4801","2020-03-29","#KennyRogers is gone, @JoeDiffieOnline is gone, @JohnPrineMusic is in critical condition... is @GRRMspeaking writing 2020??! #quitkillingmyfriends #coronavirus","March"
"4802","2020-03-29","Ini baru kebijakan yang berpihak pada rakyat yang terpaksa berdiam diri 14 hari!
Lah, kemarin ada yang nyuruh jangan pake kuota internet berlebih, secara sekarang lagi #stayathome untuk putus mata rantai #CoronaVirus 
Gak habis #Mikir euy...
#CoronaUpdate https://t.co/0scKLLsHRT","March"
"4803","2020-03-29","Rep. Hawkins is asking about the 2nd Amendment.  Does it mean that any place that sells firearms, ammunition, etc, is considered essential? The answer is yes.  IF you're manufacturing or selling firearms, accessories or ammunition.  #kakenews #coronavirus #covid19","March"
"4804","2020-03-29","La Misura è tata concordata con il Presidente dell'Anci DeCaro chel ha difesa spiegata anche stamattina. questo titolo stupisce un po' #covid19 #coronavirus  Sulla pelle dei sindaci (di G. Cerami) https://t.co/nwPWFh8fRu","March"
"4805","2020-03-29","Deus abençoe as pessoas que estão achando a cura para o #coronavirus","March"
"4806","2020-03-29","#Entérate | Vicepdte. Sectorial @jorgerpsuv informó que en Venezuela se han reportado 39 casos recuperados de Coronavirus y que hay más de 20 mil médicos atendiendo los casos que se registraron de las 15.860.765 de personas que llenaron la encuesta #COVID19 en el sistema Patria https://t.co/3PhmDjR5MV","March"
"4807","2020-03-29","Meanwhile in #Louisana this #coronavirus ain’t stopping the violence! They still shooting!!","March"
"4808","2020-03-29","“Considering China’s own role in creating the crisis, it is ironic to see China is scoring points in its propaganda war &amp; driving wedges between Western democracies” #Covid_19 #coronavirus #China https://t.co/I4wasV7aRW","March"
"4809","2020-03-29","Reacció i acció. @govern #Catalunya #seguim en aquesta lluita col.lectiva contra el #Covid_19 #JoActuo #joemquedoacasa https://t.co/Vo7ELAMHcK","March"
"4810","2020-03-29","#Covid_19 #COVIDIOT 

I only gots one way out. 

https://t.co/NndK5ddHHz","March"
"4811","2020-03-29","[Restons curieux] Ecoutez
#COVID19  - La parole à la science Episode 2 : Les citoyens adhèrent-ils aux mesures de confinement ? 

#PodcastCNRS #ConfinementIntelligent https://t.co/zDiusHrhvw","March"
"4812","2020-03-29","#coronavirus 
#vonderLeyen 
Il pallone è mio e decido io...","March"
"4813","2020-03-29","Watching this, I realize that most people are way too careless and inattentive in daily life with the #COVID19 https://t.co/KtBZSUcbiq","March"
"4814","2020-03-29","Smoking a @ViajeCigarCo No 1 I 🤔 no matter it’s Day 14 of the lock down 🔒 no end in sure hate this #coronavirus Relax, Calm Down now, take it easy and most importantly #keepitsmokey 
.
.
.
.
.
.

 #badasscigarlife… https://t.co/tlF1JSVc1N","March"
"4815","2020-03-29","DO THE FIVE
Help stop coronavirus
1.HANDSWash them often
2.ELBOWCough into it
3.FACEDon't touch it
4.SPACEKeep safe distance
5.HOMEStay if you can
#Covid_19 
#hareemshah22","March"
"4816","2020-03-29","This makes me really, really sad... ⁦@Brewers⁩ #SaferAtHome #COVID19 https://t.co/eLNVIitf9T","March"
"4817","2020-03-29","No dejarse tomar la temperatura y subirse a un avión lleno de pasajeros, cuando él ha estado en contacto directo con Omar Fayad, enfermo de #coronavirus, es un acto criminal #COVID19 

¿Qué piensan? 
@CIDH @hrw_espanol @hrw
@opsoms @Who @ONU_es @POTUS @realDonaldTrump @USAmbMex https://t.co/9hSwXHDl7j","March"
"4818","2020-03-29","@rashtrapatibhvn @PMOIndia @TRAI @HRDMinistry  @MamataOfficial @jdhankhar1 
Hon Sir/Mam,
On behalf of #NTCP we're req u plz suspend following for the time being without disrupting service.
1) #ElectricityBill 
2) #MobileBill 
3) #CableDTHbill
4) Other #UtilityBills.
🙏
#Covid_19 https://t.co/X79AP6wyOJ","March"
"4819","2020-03-29","Unusual trend: Chandigarh man shows symptoms on 15th day, tests corona-positive https://t.co/54pTV6Tvvg via @economictimes #Coronavirus #Health #Virus #Covid_19 #COVID19","March"
"4820","2020-03-29","Turkey goalkeeping legend Rustu Recber in 'critical moment' in hospital following #coronavirus diagnosis 

| https://t.co/6NsGGeTYEc |","March"
"4821","2020-03-29","When golf is life! #COVID19 #quarantine @padraig_h @ShaneLowryGolf @McIlroyRory https://t.co/WfN8bGvLjA","March"
"4822","2020-03-29","El Gobierno mexicano reportó este sábado un total de 848 casos de COVID-19 en su país, lo que representa 131 más que el día anterior, cuando se contabilizaban 717, y un aumento del 18,2 %; además de 16 muertos, cuatro en las últimas 24 horas #coronavirus 

https://t.co/HMi55EZsci","March"
"4823","2020-03-29","Toilettenpapier, Früchte, Tee, Öl, Milch, Reis &amp; Haferflocken für Bedürftige: Da die Tafel #Saarbrücken wegen der #Coronavirus-Pandemie vorerst schließen musste, verteilt die Ev. Kirchengemeinde St. Johann zweimal pro Woche Care-Pakete #Saarland https://t.co/mejG3jBmqU","March"
"4824","2020-03-29","In my new @Forbes piece, I asked several global leaders in AIDS, TB &amp; Malaria, incl @PeterASands @Winnie_Byanyima @TerezaKasaeva @LucicaDitiu @JLCastroGarcia @DreJoanneLiu @mdoherty_hiv @udnore @ygpillay @PAlonsoMalaria, about their plans for #Covid_19. 

https://t.co/KdWluH8nP5 https://t.co/klB84bkFkz","March"
"4825","2020-03-29","""Africa turns to mobile payments as a tool to curb COVID-19"" – TechCrunch #COVID19 #Fintech https://t.co/4URQFpu2E5","March"
"4826","2020-03-29","The story is not same. 😑 
#Lockdown
#Covid_19 
#NBC https://t.co/aKzxvUaZDe","March"
"4827","2020-03-29","One more month of #SocialDistancing #coronavirus #DrFauciIsANationalHero","March"
"4828","2020-03-29","🖋 Support @jennystephens52 by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17iLgT

📨 Last delivered to @GovernorTomWolf, Representative Malagari and Senator Mensch  #PApol #COVID19 https://t.co/hI8nW51gSG","March"
"4829","2020-03-29","Me looking for a country that has no #Covid_19 outbreak so I can migrate... https://t.co/f2hs10Q8Ua","March"
"4830","2020-03-29","#Covid19 | Vocalista de U2 lanza un tema en honor a los que luchan en contra del coronavirus.- #LaSopaPuntoCom https://t.co/Oovy8J0DQU .*","March"
"4831","2020-03-29","Increased #surveillance amid the #coronavirus outbreak could lead to long lasting erosion of civil liberties.

This can include mapping anonymized phone location data, to allowing security services to track people's phones without a warrant.","March"
"4832","2020-03-29","@NeneParkAcademy That's fantastic! It's brilliant to see people helping and taking a collaborative approach. This situation is certainly highlighting the organisations that are community focussed and the ones that aren't. Thank you 🙂 #Covid_19 #communityspirit #Peterborough","March"
"4833","2020-03-29","Arantxa Tapia (Lakua): «Con cierre total, la crisis económica puede ser más grave con el tiempo que la sanitaria» #coronavirus https://t.co/AFtriqWsQu Lo ha dicho en la Cadena Ser, el día que Euskal Herria suma ya 350 muertes https://t.co/qqO2vONpHe","March"
"4834","2020-03-29","@RamyInocencio @CBSNews Fighting the virus. By air, and sea. #coronavirus #NorthKorea #NewsAlert #FakeNews #wellsee https://t.co/cixWDgqonL","March"
"4835","2020-03-29","Asi que ya saben, en los Estados del sur de México no requeriran vacunas contra el #coronavirus #COVID19, solo necesitan un plato de mole ajolotero, ademas los pobres son inmunes, dice el gob de Puebla Miguel Barbosa - @Pontifex_es @ONU_es @realmadrid @FCBarcelona_es @AP_Noticias","March"
"4836","2020-03-29","The pandemic is an eye opener to the govn', that indeed unemployment is a major issue. Several youths survive on ""hand to mouth"", hence they can't stay home without food to sustain their livelihood.
#Covid_19","March"
"4837","2020-03-29","Coronavirus: Orlando ‘grazie Albania Italia amata nel mondo per sua generosità’ -  #Coronavirus: #Orlando #‘grazie  https://t.co/ohq2cyV6mN","March"
"4838","2020-03-29","CSMMMM
 Coronavirus: Total number of global cases reach 700,000 #Coronavirus https://t.co/AKupP877Nz","March"
"4839","2020-03-29","Así está luchando la ciencia contra el #coronavirus

https://t.co/id2Lb7lZLG","March"
"4840","2020-03-29","120,000 confirmed cases in the U.S . Please know this is the minimum number. They don’t test you if they think you at low risk even if you have it they turn you away no treatment nothing. #coronavirus #COVID19","March"
"4841","2020-03-29","Foundations Pledge Support for COVID-19 Relief – Update (3/27/2020) https://t.co/uHGV4RjBkF #coronavirus #COVID19 #disasterrelief #philanthropy https://t.co/LBE61cShn7","March"
"4842","2020-03-29","When this all ends, remember how many cuts have China give to the world before buying their products.
#coronavirus 
#ChineseVirus19 https://t.co/FnAXGEdJoU","March"
"4843","2020-03-29","#BoikotAice  aduh.. #Covid_19 #untilltomorrow #TheOnlyIRENEDay #StayAtHomeAndStaySafe #DirumahAjaTerus https://t.co/d2FSytufHn","March"
"4844","2020-03-29","Sortie matinale au #calme. 
#StayHome #Covid_19 #confinement https://t.co/k3qmfB3xYL","March"
"4845","2020-03-29","@HHepplewhite @Tim12383229 @StuartSFarquhar @10DowningStreet @BorisJohnson And many countries are having to throw out 1000s of #coronavirus tests that came from #China because they don’t work! 😡 #ChinaLiedPeopleDied","March"
"4846","2020-03-29","Expropiese
#preczzkomuną
#StopComunism
#Covid_19 
#GobiernoCriminal https://t.co/Kv4RRNZfXt","March"
"4847","2020-03-29","🖋 Support Brooke by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @GovernorVA, Delegate McNamara and Senator Suetterlein  #VApol #COVID19 https://t.co/vrE1RXRRUr","March"
"4848","2020-03-29","While most students are out of school due to #COVID19, @HRC is offering a book &amp; a related activity for parents to use with children at home.

Don’t have the book? Don’t worry! HRC’s Welcoming Schools will provide a link to online readings to each book. https://t.co/bSoilAp71b","March"
"4849","2020-03-29","En 14 dias Republica Dominicana tiene 848 casos de #CoronaVirus confirmados........ Cuando ese mismo 15 de Marzo día de Elecciones Municipales solo habian 11 casos confirmado... Wao!!","March"
"4850","2020-03-29","ผกก.ตลิ่งชัน มีคำสั่งกักตัวตำรวจ จร.รวม 6 นาย หวั่นรับเชื้อโควิด-19 จาก รอง ผกก.จร.คาดติดจากสนามบอล บช.น.สั่ง สน.อื่นมาตั้งจุดตรวจแทนแล้ว ด้านผู้การกองสืบสั่งกักตัวลูกน้อง หลังเข้าข่ายสุ่มเสี่ยงเร่งฉีดฆ่าเชื้อทันที
.
#ฝ่าวิกฤตโควิด19 #โควิด19 #Covid_19 https://t.co/x4n5Vf47xa","March"
"4851","2020-03-29","@dw_espanol Felicitaciones al @PSOE y a @PODEMOS por este logro. 

Están a días de pasarse a China y acompañar a Italia y EEUU en la élite mundial del #Covid_19 

#PodemosPandemia","March"
"4852","2020-03-29","This Is What It’s Like To Have #OCD During The #Coronavirus #Pandemic - https://t.co/GEc6sJGL4X","March"
"4853","2020-03-29","🤣🤣🤣🤣
#CoronavirusOutbreak
#Covid_19 https://t.co/HCex53L8Lq","March"
"4854","2020-03-29","Leading indicators all around us...

What are we doing about it?

#covid19","March"
"4855","2020-03-29","@piersmorgan @MeghanMcCain Tell your buddy trump that. He's making our Governors beg on behalf of our health care providers. If they don't kiss his ring, no safety equipment for them. Disgusting. #coronavirus #trump","March"
"4856","2020-03-29","#COVID19
#FicaEmCasa https://t.co/ArjLFt7xPR","March"
"4857","2020-03-29","Meanwhile, Congress sheds crocodile tears #NarendraModi #JanataCurfew #Coronavirus #congress https://t.co/7b9IunSRbZ","March"
"4858","2020-03-29","Nuestros vecinos, peñis y lamngen unidos ¡¡¡

Pedimos a las autoridades apliquen las medidas solicitadas al Presidente @sebastianpinera y al  @JdnAraucania hace más de 10 días por el @Alcalde_Alegria ""barrera sanitaria para Lonquimay"" 

#Lonquimay #coronavirus https://t.co/lE0Ifll2Ep","March"
"4859","2020-03-29","Sigamos haciendo #patria @ferigle y @lauritalonso . Difundamos datos concretos:
#cambiemos : 4 años, cero casos de #COVID19
#AlbertoFernandez : casi 4 meses: más de 700 casos

#coronavirus #pandemia","March"
"4860","2020-03-29","@donwinslow @Jim22027951 @GovRonDeSantis Yup.

And many people from #Florida go to where the spring breakers are then return home.

It has been carried, senselessly, all through Florida now.

#DeSantis &amp; #Trump own the #CoronavirusOutbreak in Florida.","March"
"4861","2020-03-29",". @realDonaldTrump is doing a fantastic job battling #COVID19","March"
"4862","2020-03-29","Un frère a était teste positif au covid19 il et en quarantaine et vous a l'aisser un petit message. 
#ConfinementJour13 #Covid_19 #RestezChezVous #sespasdrole #muslim #faitpas #coronavirus #COVID2019italia #france #cestpasdeslol #muslimfr #Tours https://t.co/zgeZvD5jYF","March"
"4863","2020-03-29","@RadioCanadaInfo Justin étire (encore) son confinement?! Hein??!! Ah! Je comprends, il veut recevoir les 2 000$ par mois lui aussi. :)

#coronavirus #Covid_19 #Trudeau","March"
"4864","2020-03-29","@GovBillLee @MariaLeeTN @TNDeptofHealth Issued that stay at home order yet or still letting Tennesseans spread #coronavirus? How many will get #COVID19 &amp; die cuz of your cowardly delay? Or go bankrupt cuz your delay forces us with underlying health issues to isolate longer, use up savings &amp; 401ks‼️","March"
"4865","2020-03-29","People of all ages can be infected by the new coronavirus #COVID19 #FlattenTheCuve #WorldHealthOrganization https://t.co/h92kOcipVk","March"
"4866","2020-03-29","&gt;&gt;You can‘t stay at home, if you have no home &lt;&lt;

#LeaveNoOneBehind #CoronaCrisis #Solidarity #COVIDー19 #Corona #CoronaVirus #RentStrike #Antifa via. @unsersquat https://t.co/g4wuBsNqDW","March"
"4867","2020-03-29","La crise #Covid_19 est gérable malgré le retard pris au démarrage, ca finira par passer. Mais ne pas préparer l'après crise est d'autant plus criminel, l'industrie et l'économie ne redemarreront par rapidement, flux de demande etc. De plus le chômage et les banlieues...","March"
"4868","2020-03-29","#SupportSmallBusiness &amp; #SocialDistancing. Go to https://t.co/AFN6vpPEdU, purchase gift cards for your favorite local businesses &amp; @Shift4Payments will contribute an additional 5% of the total purchase – up to $10M! #Shift4Cares #COVID19

https://t.co/EKiC0HrfLA https://t.co/ZMwBgE73Sg","March"
"4869","2020-03-29","Thank you @SugarHouseInd for joining the fight against #COVID19! 🇺🇸💙🏭 #MADEinUSA #Manufacturing #HealthcareHeroes @projectn95 https://t.co/atzxLBLPcf","March"
"4870","2020-03-29","#Covid_19 #21DaysChallenge #21daysLockdown #StayHomeStaySafe 
#1daymobileswitchoff 
ஒரு நாள் முழுக்க மொபைல் யூஸ் பண்ணாம எப்படி இருப்பேன்னு தெரியலையே.....!!!!🤔🤔🤔... Challenge started.,!!!👍","March"
"4871","2020-03-29","Spanish lead the pessimism about the economic recovery within 2-3 months. @McKinsey #COVID19 #SpainCoronaVirus #Spain #COVID19España 

https://t.co/oUDJtbMk3M","March"
"4872","2020-03-29","@FEEBFpdt @PorteOuverte68 @FedeBaptiste @comcnef Il faut aussi préciser qu’à cette époque, il n’y avait aucune instruction concernant le #Covid_19  en France; les rassemblements n’étaient interdits,les écoles n’étaient pas fermées; tout le monde vivait normalement.
Et puis, La POC de Mulhouse est aussi victime de ce virus.","March"
"4873","2020-03-29","The Amount of Memes Post Subject #COVID19 Shall Still Be Haunting 😕","March"
"4874","2020-03-29","Muriel Penicaud quand le confinement sera terminé et qu’il faudra retrouver les responsables ! 
#incognito #COVID19 #OnOublieraPas https://t.co/zUMQIGhTYp","March"
"4875","2020-03-29","Condolences to the families of 50 Queens New Yorkers who lost their lives to #COVID19 

#NewYork #NYC https://t.co/ijqoboITlR","March"
"4876","2020-03-29","PM Abiy, Jack Ma Foundation and Alibaba Foundation Initiative to Reverse COVID-19 from Africa, 29 March 2020 - Update #6 - World | ReliefWeb https://t.co/vAPSN41L6z
#Coronavirus #CoronavirusSouthAfrica #CoronavirusSA #coronavirusafrica  #covid-19 #Covid_19 #Covid19SA  #COVID19","March"
"4877","2020-03-29","Gli albanesi non dimenticano, gli italiani dicono loro Grazie❤️. Ma gli Italiani non dimenticheranno i tedeschi e diranno loro... #Covid_19 #Albania #29Marzo #RestiamoUmani","March"
"4878","2020-03-29","Single and searching like #COVID19","March"
"4879","2020-03-29","#BuckinghamPalace Sunday vibe hope the #QueenElizabeth
Is save from #Covid_19 https://t.co/Iulh06ht6j","March"
"4880","2020-03-29","La Unidad de Datos de EL HERALDO habilitó el siguiente mapa que visualiza en tiempo real la expansión del coronavirus en el país 

#HondurasQuedateEnCasa #CoronavirusHonduras #Pandemia #COVID19 #ToqueDeQueda

https://t.co/B8TjTfFt7Z","March"
"4881","2020-03-29","Polémica en Alemania

El gobierno aprobó un paquete de medidas que incluía la prohibición temporal de echar a los inquilinos que no puedan pagar el alquiler. Lo que no esperaban es que se aprovecharan de ella grandes empresas (lgc)
#coronavirus #Alemania
https://t.co/fF4D1iJLtB","March"
"4882","2020-03-29","#Splatoon2 #NintendoSwitch #Coronavirus from Danganronpa V3, which fits perfectly with the pandemic situation https://t.co/N927uzPu1N","March"
"4883","2020-03-29","Lot of misinformation going around about #COVID19 so I created a Twitter list of scientists &amp; statisticians to follow: https://t.co/ycfIa6zfW9

Please reply with any suggestions!","March"
"4884","2020-03-29","duniya jhukey gi tum rab key samney jhuko yo sahi

#CoronavirusOutbreak","March"
"4885","2020-03-29","Somebody has some explaining to do. #COVID19 https://t.co/MSFdSF17Lu","March"
"4886","2020-03-29","Ivan De Witte: ""Coucke staat alleen met die mening""  https://t.co/7zq3Nw5Zel #Covid #COVID19 #Coronavirus #CoronavirusPandemic #Corona #ProLeague #KBVB #JPL #KAAGent #Voetbal #PlayOffs #PO1 #PlayOff1 #WBEGNT #RSCA #ClubBrugge #Standard #KRCGenk","March"
"4887","2020-03-29","Salute to brave police officers who are on the front line and risking their own lives for us. Praying for the speedy recovery of SPO #WaqarAzeem and all those who are in battlefield against the deadly #Coronavirus 🤲

Please all #StayHomeSavesLives 🙏 https://t.co/OYqC4bBTvw","March"
"4888","2020-03-29","So I was watching the local news and the weatherman came on and then I laughed and laughed and laughed.

#coronavirus #COVID19","March"
"4889","2020-03-29","Je crois que l’ambassade de Chine dans notre pays devrait éviter ce genre de tweet... #Covid_19 https://t.co/h3e4CmWZn5","March"
"4890","2020-03-29","🇵🇹 - Today, we have  5170 cases in Portugal. #COVID19 #coronavirus #coronavirusPortugal #covidPortugal","March"
"4891","2020-03-29","CULTURE SHOCK:

Watch the moment the cast of ‘Big Brother’ Germany found out about the #coronavirus https://t.co/pf3YCxah6R 03
#FBR","March"
"4892","2020-03-29","#Covid19usa #Covid_19 #StimulusPackage2020 #Poll

Is $1200 #Stimuluscheck enough?
#CoronavirusUSA #CoronavirusPandemic

@JayAlle78034329 @polls_fr_you @BlkBloggers101 @PollInTheField @MmnPolls #BlackTwitter #RolandMartinUnfiltered #SHPOLL20 @CNN @MSNBC #YangWasRight @AndrewYang","March"
"4893","2020-03-29","Las muertes por #coronavirus superan las 2.000 en EE UU https://t.co/h4AkgiVWyW","March"
"4894","2020-03-29","أمريكا تسجل ١٩ ألف و ٩١٤ حالة إصابة ب #فيروس_كورونا_المستجدّ و ٤٨٩ حالة وفاة في يوم واحد

مما يرفع مجموع عدد الإصابات إلى ١٢٤ ألف و ٣٧٧ إصابة و ٢١٩١ حالة وفاة
#فيروس_كورونا_الجديد
#Covid_19 https://t.co/YaQvNzsC2H","March"
"4895","2020-03-29","Mitigating the effects of #COVID19: https://t.co/o22Y0T60xs","March"
"4896","2020-03-29","Serio?! Czy ci nauczyciele serio muszą nawet nam truć głowę w weekendy!? Boga to ja rozumiem, że się objawia, ale reszta to nie Bogowie. Jest tylko 1 Bóg! 
#stopzdalnemunauczaniu #Covid_19 #zostańwdomu","March"
"4897","2020-03-29","Coronavirus la Juve taglia gli stipendi a giocatori e allenatore: risparmiati 90 milioni -  #Coronavirus #taglia #stipendi  https://t.co/FFDdG9SQ0o","March"
"4898","2020-03-29","#Covid_19 #covid19us #coronavirus  #PPE #TrumpLies #Trump #Resist https://t.co/vd37wkyrxC","March"
"4899","2020-03-29","#WorkFromHome #COVID19 https://t.co/JoiMa8r4Lt","March"
"4900","2020-03-29","#untilltomorrow #StayAtHomeAndStaySafe #Covid_19 #CODVID19 #FightAgainstCoronavirus #lockdown @ZeeNews @ABPNews @BBCHindi @News18India @News18India @bharatnews @narendramodi @PMOIndia @indiatvnews @ashwinravi99 @IndiaToday https://t.co/X0MnzdCuGS","March"
"4901","2020-03-29","Así luce #hoy la #CDMX por el #Covid19, en la primera semana de la #Fase2. https://t.co/W6yPaeRBWX","March"
"4902","2020-03-29","🖋 Support Meghan by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @GovernorVA, Delegate Reid and Senator Bell  #VApol #COVID19 https://t.co/inDfsTyOFu","March"
"4903","2020-03-29","¿Hay algún país con ningún caso de #COVID19 reportado?
No se ya perdí la cuenta. 🤷🏾‍♂️","March"
"4904","2020-03-29","Trump ignored advice to tell country the coronavirus pandemic was ‘bad and could get very worse’ in early March: report #SmartNews ⁦@LindseyGrahamSC⁩ Is this what ⁦@SpeakerPelosi⁩ is talking about. #RepublicansAreKillingUs #COVID19 #coronavirus https://t.co/FuKpn4B9AQ","March"
"4905","2020-03-29","#Covid_19 : point presse du 29 mars https://t.co/65XtXdMZXH","March"
"4906","2020-03-29","""BACKREAD""

You can read it back, but you can't bring it back

[.....] can't bring back all the lives that were taken away #covid19

and to you who read this, stay safe!","March"
"4907","2020-03-29","If Hillary was President she would have understood the magnitude and seriousness of #Covid_19 and utilized the team Obama had in place to limit the spread of this virus. Instead, we have incompetent leadership that coined this virus as a hoax. Let that sink in #MAGA","March"
"4908","2020-03-29","@michaelgove surely more #ventilators are better than the number the UK currently has even if they are from the #EU!#BrexitBeforeBreathing 

#COVID19 #coronavirus #Marr @AndrewMarr9 #bbcmarr","March"
"4909","2020-03-29","Feeling isolated? I'm here for you. Join me for my eCourse How To Keep Going When Times Are Tough! Learn new coping skills, connect with others, and chat with me in the discussion area.😀Sign up here: https://t.co/TLIrODJDnO

#Quarantine #CODVID19 #coronavirus #CopingWithCovid https://t.co/G4RbeGBNRg","March"
"4910","2020-03-29","This is how far back we have to put the swab to test you for #COVID19. 

You might want to follow medical recommendations and #StayHome. https://t.co/gCMqUdpsEk","March"
"4911","2020-03-29","Just re-reading my most recent Educator mag where our #neaj pres. Wendy Eccles discusses self-care. We need this right now! Thank you, Wendy &amp; NEA-J! #teacherselfcare #selfcare #quarantine #burnout #coronavirus #stress #anxiety #metalhealth https://t.co/0VDmUOscjL","March"
"4912","2020-03-29","@FerAranguren Ayuso, la niña de la curva del #coronavirus.","March"
"4913","2020-03-29","Where have all the #bingobitches around elizabethtown ky at sence theres no bingo until this #CoronavirusOutbreak is under control tonight???????????","March"
"4914","2020-03-29","اللهم أرفع عنا هذا الوباء وارفع عنا البلاء #covid19","March"
"4915","2020-03-29","Pizzeria borrows to keep workers on job, spurs donations (from @AP) 

Today’s good news story from ⁦@AP⁩ 

#coronavirus #Covid_19 #newjerseylockdown  https://t.co/LlPigupgkx","March"
"4916","2020-03-29","We're reading Romantic poetry to each other. It's at that stage already. #Coronavirus","March"
"4917","2020-03-29","""Maintaining regular physical activity &amp; routinely exercising in a safe home envt is an important strategy for healthy living during the #coronavirus crisis."" We agree! Go for a solo stroll in Nature w/ a pair of poles &amp; #keepactive. #coronavirusoutbreak https://t.co/pGcKBEClHj https://t.co/nHdBWS4Sgl","March"
"4918","2020-03-29","New post: #COVID19: Makinde Says He’s Self Isolating, Calls For Collective Fight Against The Virus https://t.co/Xp704OIBl2","March"
"4919","2020-03-29","@meeracomposes demanded to take  legal action against mischief mongers who are spreading misinformation, discrimination and inciting violence against transgender persons #COVID2019india #coronavirus #Covid_19 #Hyderabad

https://t.co/ACVYnCxR2U","March"
"4920","2020-03-29","Cena para dos : 

Medio tomate con sal yodada, pimienta negra y aove 
Tortilla de espárragos, cebolla y ajo.

Buen provecho 💚

#día18 #confinamiento #coronavírus #yomequedoencasa #domingo #cena #cenasaludable… https://t.co/N6kOuNDeId","March"
"4921","2020-03-29","Guatemala y Honduras amplían toque de queda para combatir la propagación de #coronavirus. 

https://t.co/fx8KSHDZB6","March"
"4922","2020-03-29","Entre otras medidas de protección, demandan al Ejecutivo que proporcionen test para la detección temprana del virus con el fin de frenar la propagación. #Coronavirus #Trabajadores #Nacional #Sanidad #Empleo #EsteVirusLoParamosEntreTodos https://t.co/fepTC8qyLa","March"
"4923","2020-03-29","Everyone is a potential victim
Everyone is a potential solution

#coronavirus #Covid_19 

#StayAtHomeAndStaySafe 
#IndiaFightsCorona","March"
"4924","2020-03-29","@DisneyCruise Check out our latest video, Disney Dream Cruise - 5 Day Cruise Just Before Corona Virus Pandemic #gioventures #disneycruise #coronavirus #covid19 #disneydream #florida #disney #castawaycay #cruise https://t.co/h0F8XtiABv","March"
"4925","2020-03-29","**#COAMeeting Update**
😥COA leadership has made the difficult decision to CANCEL the COA/CORS/CORA June Meeting. Click for more https://t.co/mfkOzAI9Qo
💔La direction de l’ACO a pris la douloureuse décision d'ANNULER la Réunion annuelle. Cliquez https://t.co/mJWHonHloo 
#COVID19 https://t.co/difzB96rYZ","March"
"4926","2020-03-29","#COVID19 has prompted companies across the globe to implement widescale remote working strategies, and quickly. But this can present a number of challenges. 

We take a look at remote working solutions and how to choose the right one for you: https://t.co/SeMDmiArmE #WFH","March"
"4927","2020-03-29","El BOE continua sense publicar els detalls dels sectors que es mantenen actius a partir de demà en un context de discrepàncies entre el PSOE i Podem; informa @OriMarch https://t.co/PvrpNeXMWc #coronavirus https://t.co/m6VfMqzRMp","March"
"4928","2020-03-29","ich habe heute mit meinen eltern telefoniert. mein vater gab mir meine mutter, ich hatte mich parallel am tee verschluckt und musste ziemlich husten 😱 mutter (sehr besorgt) „HAST DU HUSTEN?!“ soweit ist es schon 🙁 #Coronakrise #coronavirus  #StaySafeStayHome #bleibzuhause","March"
"4929","2020-03-29","#SriLanka #COVID19 #FightAgainstCorona #CoronavirusOutbreak #lka #StaySafe #Unity https://t.co/2Ff206h01p","March"
"4930","2020-03-29","14709 personas curadas do #coronavirus en España.
Este virus parámolo entre todxs.
#QuedaNaCasa 
#QuedateEnCasa","March"
"4931","2020-03-29","This is the longest period I have stayed without wearing a bra
#COVID19 #StayAtHomeAndStaySafe 
#StayHomeSaveLives","March"
"4932","2020-03-29",".Historic document.  The US sent #PPE stockpile time #China in early Feb, then said that Obama left them with nothing : 
#PPEToChina
The United States Announces Assistance To Combat the Novel #Coronavirus - United States Department of State https://t.co/jvvemAWHAk","March"
"4933","2020-03-29","It's good to see that the Feds released a economic package hopefully big enough to make up for the #boneheaded mistake made by our Fearless Leader @realDonaldTrump regarding that Democratic, Fake News Hoax the #coronavirus","March"
"4934","2020-03-29","Ignoring the fact @DailyMailUK that @BorisJohnson completely ignored his own rules on #SocialDistancing. He could have caught #Covid_19 from anyone in the last week or so.  https://t.co/yALQJ6y6hM via @MailOnline","March"
"4935","2020-03-29","Where are indian astrologers ?? When #coronavirus will go from india?? @TOIDelhi @ABPNews @RajatSharmaLive @rajatnayar6 @narendramodi @PMOIndia","March"
"4936","2020-03-29","Pretty much... #Gamers #Covid_19 #CoronavirusOutbreak https://t.co/YHQ1qGTn6z","March"
